ID,PARENT_ID,TYPE,TITLE,HOURS_OR_MARKS,DETAILS,STATUS_TAG
UNT170,UNT169,UNIT,Unit Ii: IO Port Interfacing-I (06 Hrs.),,"Pin diagram and its functioning Port structure, IO Interfacing Requirements, Interfacing of: LEDS, Keys, 7-
segment multiplexed display, DAC 0808, ADC 0809 Stepper motor, Relay, Buzzer, Opto-isolators, \ Design of
Data acquisition System (DAS): All programs in C language
Mapping of Course CO2: Interface various electronic components with microcontrollers
Outcomes for Unit II",PENDING
UNT171,UNT170,UNIT,Unit Iii: PIC 18F XXXX Microcontroller Architecture (06 Hrs.),,"Comparison of PIC family, Criteria for Choosing Microcontroller, features, PIC18FXX architecture with
generalized block diagram. MCU, Program and Data memory organization, Bank selection using Bank Select
Register, Pin out diagram, Reset operations, Watch Dog Timers, Configuration registers and oscillator options
(CONFIG), Power down modes , Brief summary of Peripheral support, Overview of instruction set.
Mapping of Course CO3: Analyze the features of PIC18F XXXX
Outcomes for Unit III",PENDING
UNT172,UNT171,UNIT,Unit Iv: Peripheral Support in PIC 18FXXXX (06 Hrs.),,"Timers and its Programing (mode 0 &1), Interrupt Structure of PIC18F with SFR, PORTB change Interrupts,
use of timers with interrupts, CCP modes: Capture, Compare and PWM generation, DC Motor speed control
with CCP, Block diagram of in-built ADC with Control registers, Sensor interfacing using ADC: All programs
in embedded C.
Mapping of Course CO4: Describe the programming details in peripheral support
Outcomes for Unit IV",PENDING
UNT173,UNT172,UNIT,Unit V: Real Word Interfacing With 18FXXXX (06 Hrs.),,"Port structure with programming, Interfacing of LED, LCD and Key board, Motion Detectors, DAC for
generation of waveform, Design of PIC test Board and debugging, Home protection System: All programs in
embedded C.
Mapping of Course CO5: Develop interfacing models according to applications
Outcomes for Unit V",PENDING
UNT174,UNT173,UNIT,Unit Vi: Serial Port Programming interfacing with (06 Hrs.),,"18FXXXX
Basics of Serial Communication Protocol: Study of RS232, RS 485, I2C, SPI, MSSP structure (SPI & I2C),
USART (Receiver and Transmitter), interfacing of RTC (DS1307) with I2C and EEPROM with SPI. Design of
Traffic Light Controller; All programs in embedded C.
Mapping of Course CO6: Evaluate the serial communication details and interfaces
Outcomes for Unit VI
Learning Resources
Text Books:
1. Mahumad Ali Mazadi, Janice Gillispie Mazadi, Rolin D McKinlay, “The 8051 Microcontroller &
Embedded Systems (Using Assembly and C)”, PHI, 2nd Edition
2. Mahumad Ali Mazadi, Rolin D McKinlay and Danny Causey, “PIC Microcontroller & Embedded
System”, Pearson Education, 3rd Edition
Reference Books:
1. Kenneth J. Ayala, ‘The 8051 Microcontroller Architecture, Programming and Applications’, Cengage
Learning, 3rd Edition
2. Ajay Deshmukh, “Microcontrollers Theory and Applications”, TATA McGraw Hill, 4th Edition
3. Peatman, John B, “Design with PIC Microcontroller”, Pearson Education PTE, 1st Edition
4. Data Sheet of PIC 18Fxxxx series
MOOC / NPTEL Courses:
1. NPTEL Course “Microcontroller and Applications”
Link of the Course: https://nptel.ac.in/courses/117/104/117104072/
https://nptel.ac.in/courses/108/105/108105102/
Savitribai Phule Pune University
Third Year of E & Tc Engineering (2019 Course)",PENDING
CRS304185,,COURSE,304185: (A): Digital Signal Processing (Elective - I),,"Teaching Scheme: Credit Examination Scheme:
Theory: 03 hrs. / week 03 In-Sem (Theory): 30 Marks
End Sem (Theory): 70 Marks
Prerequisite Courses, if any:
1. Signals & Systems",PENDING
LAB103,CRS304185,LAB,"Companion Course, if any: Digital Signal Processing Lab",,"Course Objectives:
• Understand the sampling, aliasing and block schematic of digital signal processing.
• Introduction of transforms for analysis of systems using Z transform.
• Introduction of DFT, FFT, DCT transforms for analysis of DT signals.
• Design and implementation of IIR digital filters.
• Design and implementation of FIR digital filters.
• Apply DSP algorithms/techniques.
Course Outcomes: On completion of the course, student will be able to -",PENDING
CO219,CRS304185,CO,CO1,,Interpret and process discrete/ digital signals and represent DSP system.,PENDING
CO220,CRS304185,CO,CO2,,Analyze the digital systems using the Z-transform techniques.,PENDING
CO221,CRS304185,CO,CO3,,Implement efficient transform and its application to analyze DT signals.,PENDING
CO222,CRS304185,CO,CO4,,Design and implement IIR filters.,PENDING
CO223,CRS304185,CO,CO5,,Design and implement FIR filters.,PENDING
CO224,CRS304185,CO,CO6,,"Apply DSP techniques for speech/ biomedical/ image signal processing.
Course Contents",PENDING
UNT175,CO224,UNIT,Unit I: DSP Preliminaries (06 Hrs.),,"Discretization of Analog Signals: Sampling theorem in time domain, recovery of analog signals, and analytical
treatment with examples, mapping between analog frequencies to digital frequency, Concept of Interpolation
and decimation in signal processing, Representation of signals as vectors, concept of Basis function and
orthogonality, Basic elements of DSP and its requirements, advantages of Digital over Analog signal processing,
Introduction to DSP processor (TMS 320 XX 6713).
Mapping of Course CO1: Interpret and process discrete/ digital signals and represent DSP system.
Outcomes for Unit I",PENDING
UNT176,UNT175,UNIT,Unit Ii: Z-Transform (06 Hrs.),,"Need for Z-transform, relation between Laplace transform and Z transform, relation between Fourier transform
and Z transform, Concept of ROC and Properties of ROC, Relation between pole locations and time domain
behavior, causality and stability considerations for LTI systems,Solution  of difference equations using Z
transform.
Mapping  of  Course  CO2: Analyze the digital systems using the Z-transform techniques.
Outcomes for Unit II
|           |     |     |                       |     |            |
| --------- | --- | --- | --------------------- | --- | ---------- |",PENDING
UNT177,UNT176,UNIT,Unit Iii: Transforms (DFT-FFT) (08 Hrs.),,"Frequency domain sampling , DFT, Properties of DFT, circular convolution, Computation of linear convolution
using circular convolution, FFT, decimation in time (DIT) and decimation in frequency(DIF) using Radix-2 FFT
algorithm for 4 point and 8 point sequences, DFT & FFT computation complexity for 4 point and 8 point
sequences, Linear filtering (Block convolution or Long sequence convolution) using overlap add and overlap
save method.
Mapping  of  Course  CO3: Implement efficient transform and its application to analyze DT
| Outcomes  | for  Unit  |           signals.  |     |     |     |
| --------- | ---------- | ------------------- | --- | --- | --- |
III
|          |     |     |                    |     |             |
| -------- | --- | --- | ------------------ | --- | ----------- |",PENDING
UNT178,UNT177,UNIT,Unit Iv: IIR Filter Design (06 Hrs.),,"Concept of analog filter design, IIR filter design by approximation of backward derivatives, IIR filter design by
impulse  invariance  method,  Bilinear  transformation  method,  warping  effect.  Butterworth  filter  design,
Characteristics of Butterworth filters and Chebyshev filters, IIR filter realization using direct form, cascade form
and parallel form, Finite word length effect in IIR filter design.
| Mapping  | of  Course  | CO4: Design and implement IIR filters.  |     |     |     |
| -------- | ----------- | --------------------------------------- | --- | --- | --- |
Outcomes for Unit IV
|     |         |     |                     |     |            |
| --- | ------- | --- | ------------------- | --- | ---------- |",PENDING
UNT179,UNT178,UNIT,Unit V: FIR Filter Design (06 Hrs.),,"Windowing techniques: Gibbs phenomenon, characteristics and comparison of different window functions,
Linear phase conditions: impulse and phase and group delays, Design of linear phase FIR filter using windows:
Rect, Hanning, Hamming, Blackmann & Kaiser, Magnitude and Phase response of Digital filters, Frequency
response of Linear phase FIR filters, FIR filter realization using Direct Form, Cascade and linear phase
structure.
| Mapping  | of  Course  | CO5: Design and implement FIR filters.  |     |     |     |
| -------- | ----------- | --------------------------------------- | --- | --- | --- |
Outcomes for Unit V
|     |     |     |     |     |     |
| --- | --- | --- | --- | --- | --- |",PENDING
UNT180,UNT179,UNIT,Unit Vi: Introduction to 1D & 2D Signal Processing (06 Hrs.),,"Dimensionality of signals, Introduction of 1D signals
Speech: Basics of speech signal and its features, LTI representation of speech signal, Estimation of fundamental
frequency, identification of voiced and unvoiced speech and noise removal
Biomedical Signal: Basics of ECG and its features, Spectral Analysis using FFT, Artifacts suppression,
Algorithms for R peak detection
Fundamentals of image processing: Representation of digital image, Spatial and Temporal resolution, 2D
convolution for feature extraction.
Mapping of Course CO6: Apply DSP techniques for speech/ biomedical/ image signal
Outcomes for Unit VI Processing.
Learning Resources
Text Books:
1. John G. Proakis, Dimitris G. Manolakis, “Digital Signal Processing: Principles, Algorithms and
Applications”, Pearson Prentice Hall, 4th Edition.
2. Dr. Shaila Apte , “Digital Signal Processing”, Wiley India Publication, 2nd Edition.
3. S. Salivahanan, C. Gnanapriya , “Digital Signal Processing”, McGraw Hill, 2nd Edition.
Reference Books:",PENDING
LAB104,UNT180,LAB,"1. Ifeachor E.C, Jervis B. W, “Digital Signal Processing : Practical approach”, Pearson Publication, 2nd Edition.",,"2. Li Tan , “Digital Signal Processing : Fundamentals and Applications”, Academic Press, 3rd Edition.
3. Schaum's Outline of “Theory and Problems of Digital Signal Processing”, 2nd Edition.
4. Oppenheim, Schafer , “Discrete-time Signal Processing”, Pearson Education, 1st Edition.",PENDING
LAB105,LAB104,LAB,"5. K.A. Navas, R. Jayadevan , “Lab Primer through MATLAB”, PHI, Eastern Economy Edition.",,"MOOC / NPTEL Courses:
1. NPTEL Course on “Digital Signal Processing”
Link of the Course: https://nptel.ac.in/courses/117/102/117102060/
2. NPTEL Course on “Digital Signal Processing”
Link of the Course: https://nptel.ac.in/courses/108/105/108105055/
Savitribai Phule Pune University
Third Year of E & Tc Engineering (2019 Course)",PENDING
CRS304185,,COURSE,304185: (B): Electronic Measurements (Elective - I),,"Teaching Scheme: Credit Examination Scheme:
Theory: 03 hrs. / week 03 In-Sem (Theory): 30 Marks
End Sem (Theory): 70 Marks
Prerequisite Courses, if any:
1. Basic Electronics Engineering",PENDING
LAB106,CRS304185,LAB,2. Electronic Skill Development Lab,,,PENDING
LAB107,LAB106,LAB,"Companion Course, if any: Electronic Measurements Lab",,"Course Objectives: To make the students understand
• Fundamental principles of measurement systems.
• Basic electronics measuring instruments and analyzers.
• Use of different types of Signal Generators.
• Working principle and use of different types of Oscilloscopes.
• Use of other display devices, recorders and timer/counter.
• Advanced measurement systems.
Course Outcomes: On completion of the course, learner will be able to:",PENDING
CO225,LAB106,CO,CO1,,Understand the metrics for the measurement system,PENDING
CO226,LAB106,CO,CO2,,Select and use the instruments for measurement & analysis of basic electronic parameters,PENDING
CO227,LAB106,CO,CO3,,Identify and use the different signal generators for specific applications,PENDING
CO228,LAB106,CO,CO4,,Understand the principles of different Oscilloscopes for specific applications,PENDING
CO229,LAB106,CO,CO5,,"Identify the use of other display devices, recorders and timer/counter in measurement systems",PENDING
CO230,LAB106,CO,CO6,,"Use the advanced measurement systems for electronics parameter measurement
Course Contents",PENDING
UNT181,CO230,UNIT,Unit I: Basics of Measurements (06 Hrs.),,"Units Systems, Standards, Measurement system characteristics (static and dynamic), Statistical metrics in
measurement systems, probability of errors, Calibration of measurement system.
Mapping of Course CO1: Understand the metrics for the measurement system.
Outcomes for Unit I",PENDING
UNT182,UNT181,UNIT,Unit Ii: Electronics Measurements (07 Hrs.),,"Voltage & current measurement, Digital Voltmeter (DVM), types of DVM, Digital Multi meter, true r.m.s.
voltmeter, Vector voltmeter, Impedance meter, Q-meter, Harmonic Distortion analyzers, Wave analyzer,
Spectrum Analyzer, Network Analyzer, Logic Analyzer.
Mapping  of  Course  CO2: Select and use the instruments for measurement & analysis of basic
| Outcomes for Unit II  |           |           electronic parameters.  |     |                    |     |            |
| --------------------- | --------- | --------------------------------- | --- | ------------------ | --- | ---------- |
|                       |           |                                   |     |                    |     |            |",PENDING
UNT183,UNT182,UNIT,Unit Iii: Signal Generators (06 Hrs.),,"Audio, RF, Micro wave signal generators, Frequency synthesis techniques, Synthesizers, digital signal
generators, Noise generators, characteristics of Pulse, signal and noise.
Mapping  of  Course  CO3: Identify and use different signal generators for specific
| Outcomes  | for  Unit  |           applications.  |     |     |     |     |
| --------- | ---------- | ------------------------ | --- | --- | --- | --- |
III
|     |          |     |     |                      |     |            |
| --- | -------- | --- | --- | -------------------- | --- | ---------- |",PENDING
UNT184,UNT183,UNIT,Unit Iv: Special purpose CRO (07 Hrs.),,"Dual trace CRO, DSO, Sampling CRO, curve Tracer, Power Oscilloscopes, Delayed sweep CRO, Component
Test, Z-modulation and X-Y mode operations, Measurements on oscilloscope, Oscilloscope accessories.
Mapping  of  Course  CO4: Understand the principles of different Oscilloscopes for specific
| Outcomes for Unit IV  |         |           applications.                   |     |     |     |            |
| --------------------- | ------- | ----------------------------------------- | --- | --- | --- | ---------- |
|                       |         |                                           |     |     |     |            |",PENDING
UNT185,UNT184,UNIT,"Unit V: Display devices, Recorders and universal (06 Hrs.)",,"counter / Timer
LCD Display, LED/OLED Display, Plasma Display, X-Y Plotters, Strip Chart Recorders, Universal counter/
Timers  (for  time  period,  time  interval,  frequency,  frequency  ratio  and  pulse  measurement),
Communication buses PC / instruments (EIA/TIA 232, 423, 422, 488), Internal & external acquisition cards.
Mapping  of  Course  CO5: Identify the use of other display devices, recorders and
Outcomes for Unit V            timer/counter in measurement system.
|     |          |     |                               |     |     |            |
| --- | -------- | --- | ----------------------------- | --- | --- | ---------- |",PENDING
UNT186,UNT185,UNIT,Unit Vi: Advanced measurement systems (06 Hrs.),,"Automatic Test Equipments, Microwave measurements using Network Analyzer, EMI/EMC test instruments,
OTDR, Field Strength Meter, Industrial revolutions & their impact on Industrial Automation, Case study of
Electronics Measurement Systems ( e.g. DSO, Multi trace CRO, Spectrum Analyzer, Logic Analyzer)
Mapping  of  Course   CO6: Use the advanced measurement systems for electronics parameter
Outcomes for Unit VI
measurement.
Learning Resources
Text Books:
1.  Oliver-Cage, “Electronic Measurements and Instrumentation”, TMH.
2.  Cooper & Helfrick, “Modern Electronics Instrumentation & Measurement Techniques”, PHI, 3rd
Edition.
Reference Books:
1. M.M.S. Anand, “Electronics Instruments and Instrumentation Technology”, PHI, Eastern Economy
Edition.
2. A.K. Sawhney, Puneet Sawhney “A Course in Electrical and Electronic Measurements and
Instrumentation”, Dhanpat Rai & Co.
3. Allen Moris, Reza Langari, “Measurement and Instrumentation Theory & Applications”, Elsevier,
Academic Press, 2nd Edition
4. H. S. Kalsi, “Electronics Instrumentation” TMH, 2nd Edition.
5. Elena Popkova, Yulia V. Ragulina, Aleksei V. Bogoviz, “Industry 4.0_ Industrial Revolution of the 21st
Century: Studies in Systems, Decision and Control”, Springer Volume 169
MOOC / NPTEL Courses:
1. NPTEL Course on “Electrical Measurements & Electronics Instruments ”
Link of the Course: https://nptel.ac.in/courses/108/105/108105153/
2. NPTEL Course on “Introduction to Industry 4.0 and Industrial Internet of Things”
Link of the Course: https://onlinecourses.nptel.ac.in/noc21_cs66/preview
3. NPTEL Course on “Design Principles of RF and Microwave Filters and Amplifiers”
Link of the Course: https://nptel.ac.in/courses/117/105/117105138/
4. NPTEL Course “Optical communications”
Link of the Course: https://nptel.ac.in/courses/117/104/117104127/
Savitribai Phule Pune University
Third Year of E & Tc Engineering (2019 Course)",PENDING
CRS304185,,COURSE,304185: (C): Fundamentals of JAVA Programming (Elective - I),,"Teaching Scheme: Credit Examination Scheme:
Theory: 03 hrs. / week 03 In-Sem (Theory): 30 Marks
End Sem (Theory): 70 Marks
Prerequisite Courses, if any:
1. Data Structures
2. Object Oriented Programming concept",PENDING
LAB108,CRS304185,LAB,"Companion Course, if any: Fundamentals of JAVA Programming Lab",,"Course Objectives:
• Make the students familiar with basic concepts and techniques of object oriented programming in Java.
• Develop an ability to write various programs in Java for problem solving.
Course Outcomes: On completion of the course, learner will be able to -",PENDING
CO231,CRS304185,CO,CO1,,Understand the basic principles of Java programming language,PENDING
CO232,CRS304185,CO,CO2,,Apply the concepts of classes and objects to write programs in Java,PENDING
CO233,CRS304185,CO,CO3,,Demonstrate the concepts of methods & Inheritance,PENDING
CO234,CRS304185,CO,CO4,,Use the concepts of interfaces & packages for program implementation,PENDING
CO235,CRS304185,CO,CO5,,Understand multithreading and Exception handling in Java to develop robust programs,PENDING
CO236,CRS304185,CO,CO6,,"Use Graphics class, AWT packages and manage input and output files in Java
Course Contents",PENDING
UNT187,CO236,UNIT,Unit I: JAVA Fundamentals (08 Hrs.),,"Review of Object oriented concepts, Evolution of Java, Comparison of Java with other programming languages,
Java features, Java and World Wide Web, Java Run Time Environment. JVM architecture. Overview of Java
Language, Simple Java Program, Java Program Structure. Installing and Configuring Java.
Java Tokens, Java Statements, Constants, variables, data types. Declaration of variables, Giving values to
variables, Scope of variables, arrays, Symbolic constants, Typecasting, Getting values of variables, Standard
default values, Operators, Expressions, Type conversion in expressions, Operator precedence and associatively,
Mathematical functions, Control statements- Decision making & looping.
Mapping of Course CO1: Understand the basic principles of Java programming language.
Outcomes for Unit I",PENDING
UNT188,UNT187,UNIT,Unit Ii: Classes and Objects (06 Hrs.),,"Class Fundamentals, Creating Objects, Accessing Class members, Assigning Object reference variables,
Methods, Constructors, using objects as parameters, Argument passing, returning objects, Method Overloading,
static members, Nesting of Methods , this keyword, Garbage collection, finalize methods, , final variables and
methods, final class.
Mapping of Course CO2: Apply the concepts of classes and objects to write programs in Java
Outcomes for Unit II",PENDING
UNT189,UNT188,UNIT,Unit Iii: Methods & Inheritance in JAVA (06 Hrs.),,"Abstract Methods and classes, Strings ,One dimensional and two dimensional arrays , wrapper classes,
enumerated types, Command line arguments
Inheritance: Inheritance in Java, Creating Multilevel hierarchy, Constructors in derived class, Method
overriding, Dynamic method dispatch.
Mapping of Course CO3: Demonstrate the concepts of methods & Inheritance.
Outcomes for Unit III",PENDING
UNT190,UNT189,UNIT,Unit Iv: Interfaces & Packages (06 Hrs.),,"Interfaces: Define, implement and extend, Accessing Interface variables, Default interface methods, Using
static method in interface
Packages: Java API Packages, Using System Packages, Creating accessing and using a package, Importing
packages, Adding a class to a Package, Hiding classes.
Mapping of Course CO4: Use the concept of interfaces & packages for program implementation.
Outcomes for Unit IV",PENDING
UNT191,UNT190,UNIT,Unit V: Multithreading & Exception Handling (06 Hrs.),,"Introduction to multithreading: Introduction, Creating thread and extending thread class. Concept of Exception
handling: Introduction, Types of errors, Exception handling syntax, Multiple catch statements.
I/O basics, Reading console inputs, Writing Console output. Applets: Concepts of Applets, differences between
applets and applications, life cycle of an applet, types of applets, creating a simple applet.
Mapping of Course CO5: Understand multithreading and Exception handling in Java to develop
Outcomes for Unit V robust programs",PENDING
UNT192,UNT191,UNIT,Unit Vi: Graphics Programming and File Handling (06 Hrs.),,"Graphics class, Introduction to AWT packages, Handling events on AWT components, Introduction to Swing
package, components and containers.
Managing input/output files: Concept of streams, Stream Classes, Byte stream, Character stream, Using
Stream, creation of files, reading or writing characters / bytes, Concatenating and buffering files, Random access
files.
Mapping of Course CO6: Use Graphics class, AWT packages and manage input and output files in
Outcomes for Unit VI Java
Learning Resources
Text Books:
1. E Balagurusamy, “Programming with JAVA”, Tata McGraw Hill, 6th Edition.
2. Herbert Schildt, “Java: The complete reference”, Tata McGraw Hill, 7th Edition.
Reference Books:
1. T. Budd, “Understanding OOP with Java”, Pearson Education, 2nd Updated Edition.
2. Y. Daniel Liang (2010), “Introduction to Java programming”, Pearson Education, India, 7th
Edition.
3. Cay Horstmann , “Core Java Volume 1”, Kindle, 11th Edition.
MOOC / NPTEL Courses:
1. NPTEL Course “Programming in Java”
Link of the Course: https://nptel.ac.in/courses/106/105/106105191/
Savitribai Phule Pune University
Third Year of E & Tc Engineering (2019 Course)",PENDING
CRS304185,,COURSE,304185: (D): Computer Networks (Elective - I),,"Teaching Scheme: Credit Examination Scheme:
Theory: 03 hrs. / week 03 In-Sem (Theory): 30 Marks
End Sem (Theory): 70 Marks
Prerequisite Courses, if any:
1. Principles of Communication Systems
2. Digital Communication",PENDING
LAB109,CRS304185,LAB,"Companion Course, if any: Computer Networks Lab",,"Course Objectives:
• To understand the concepts of networking, its standards and protocols.
• To learn controlling techniques in networking at different layers.
• To learn protocols at different layers of reference model.
• To understand routing and networking in inter and intra domain.
• To learn network programming.
• To understand applications, protocols and its implication in networks.
Course Outcomes: On completion of the course, learner will be able to -",PENDING
CO237,CRS304185,CO,CO1,,"Design LAN using appropriate networking architecture, topologies, transmission media, and
networking devices.",PENDING
CO238,CRS304185,CO,CO2,,"Understand the working of controlling techniques for flawless data communication using data
link layer protocols.",PENDING
CO239,CRS304185,CO,CO3,,"Learn the functions of network layer, various switching techniques and internet protocol
addressing.",PENDING
CO240,CRS304185,CO,CO4,,"Explore various interior and exterior, unicasting and multicasting protocols.",PENDING
CO241,CRS304185,CO,CO5,,"Analyze data flow using TCP/UDP Protocols, congestion control techniques for QoS.",PENDING
CO242,CRS304185,CO,CO6,,"Illustrate the use of protocols at application layer.
Course Contents",PENDING
UNT193,CO242,UNIT,Unit I: Basics of Network & Physical Layer (07 Hrs.),,"Types of networks, Network topologies, Design issues for Layers, Network models, OSI model & TCP / IP
protocol suite, Types of addressing.
Mapping of Course CO1: Design LAN using appropriate networking architecture, topologies,
Outcomes for Unit I
transmission media, and networking devices.",PENDING
UNT194,UNT193,UNIT,Unit Ii: Data Link Layer (06 Hrs.),,"Data link control, Framing, Flow and error control, Protocols for Noiseless, and Noisy Channels, HDLC, Point
to Point Protocol, Media Access Control: Random Access, Controlled Access- Reservation, Channelization
protocols.
Mapping of Course CO2: Understand the working of controlling techniques for flawless data
Outcomes for Unit II
communication using data link layer protocols",PENDING
UNT195,UNT194,UNIT,Unit Iii: Network Layer -I (07 Hrs.),,"Introduction to Network Layer: Network-Layer Services, Circuit switching, Packet Switching, Network-Layer
Performance, IPv4 Addresses, Forwarding of IP Packets, Network Layer Protocols: Internet Protocol (IP),
ICMPv4, Next Generation IP: IPv6 Addressing, The IPv6 Protocol, The ICMPv6 Protocol, Transition from IPv4
to IPv6.
Mapping of Course CO3: Learn the functions of network layer, various switching techniques and
Outcomes for Unit III
internet protocol addressing.",PENDING
UNT196,UNT195,UNIT,Unit Iv: Network Layer - II (07 Hrs.),,"Unicast & Multicast Routing: Introduction, Routing Algorithms, Unicast Routing Protocols, Introduction,
Multicasting Basics, Intra-domain Multicast Protocols, Inter-domain Multicast Protocols, IGMP Distance
Vector, Link State, Path Vector, Routing in Internet: RIP, OSPF, BGP.
Mapping of Course CO4: Explore various interior and exterior, unicasting and multicasting
Outcomes for Unit IV protocols.",PENDING
UNT197,UNT196,UNIT,Unit V: Transport Layer (06 Hrs.),,"Introduction to transport layer, User Datagram Protocol, Transmission Control Protocol, TCP Congestion
Policy, Stream Control Transmission Protocol, Congestion control and QoS, socket programing .
Mapping of Course CO5: Analyze data flow using TCP/UDP Protocols, congestion control
Outcomes for Unit V techniques for QoS.",PENDING
UNT198,UNT197,UNIT,Unit Vi: Application Layer (05 Hrs.),,"Introduction to Application Layer, Standard Client Server Protocols: World Wide Web and HTTP, Telnet, FTP,
Email, SMTP, IMAP, POP, DNS, BOOTP, DHCP.
Mapping of Course CO6: Illustrate the use of protocols at application layer.
Outcomes for Unit VI
Learning Resources
Text Books:
1. Behrouz A. Foruzan, “Data communication and Networking”, Tata McGraw-Hill, 5th Edition.
2. Achyut S Godbole, “Data Communication and Networking”, Tata McGraw-Hill, 1st Edition.
Reference Books:
1. Andrew S. Tannenbaum, “Computer Networks”, Pearson Education,4th Edition, 2003
2. Wayne Tomasi, “Introduction to Data Communication and Networking”, Pearson Education, 1st
Edition.
3. Greg Tomsho, Ed Tittel, David Johnson. “Guide to Networking Essentials”, Thomson India Learning,
5th Edition, 2007.
4. William Stallings, “Data and Computer Communication”, Pearson Education, 8th Edition, 2000
5. James F. Kurouse & W. Rouse, “Computer Networking: A Top down Approach”, Pearson Education,
6th Edition.
MOOC / NPTEL Courses:
1. Computer Networks - Course (swayam2.ac.in)
2. Introduction to Computer Networks & Internet Protocols - Course (swayam2.ac.in)
3. Computer Networks and Internet Protocol - Course (nptel.ac.in)
4. NPTEL Course “Computer Networks”
Link of the Course: https://nptel.ac.in/courses/106/105/106105183/
Savitribai Phule Pune University
Third Year of E & Tc Engineering (2019 Course)",PENDING
LAB110,UNT198,LAB,304186: Digital Communication Lab,,Teaching Scheme: Credit Examination Scheme:,PENDING
LAB111,LAB110,LAB,Practical: 02 hrs. / week 01 Practical: 50 Marks,,"Prerequisite Courses, if any:
1. Principles of Communication Systems
2. Signals & Systems
3.Control Systems
4.Digital Circuits
5. Electronic Circuits.
Companion Course, if any: Digital Communication Theory
Guidelines for Instructor's Manual
Design minimum 10 Assignments on the topics listed under Group A & B Below & prepare your own
Instructor’s Manual. Minimum 2 experiments should be designed from group A & B each and Minimum 3 can
be from group C &D each. Use of highend equipment like USRP is encouraged for Group A & B
experiments.",PENDING
LAB112,LAB111,LAB,Guidelines for Student’s Lab Journal,,,PENDING
LAB113,LAB112,LAB,The student’s Lab Journal can be experimental write-ups. It should include following as applicable: Assignment,,"No, Title of Assignment, Date of Performance, Date of Submission, Aims & Objectives, Theory, Description of
data used, Results, Conclusion.",PENDING
LAB114,LAB113,LAB,Guidelines for Lab /TW Assessment,,,PENDING
LAB115,LAB114,LAB,The practical examination will be based on the work carried out by the student in the Lab course. Suitable,,rubrics can be used by the internal & external examiner for assessment.,PENDING
LAB116,LAB115,LAB,List of Laboratory Experiments,,"Group A (Any Two)
1. Study of BPSK transmitter & receiver using suitable hardware setup/kit.
2. Study of QPSK transmitter & receiver using suitable hardware setup/kit.
3. Study of BFSK transmitter & receiver using suitable hardware setup/kit.
4. Study of Baseband receiver performance in presence of Noise using suitable hardware setup/kit.
Group B (Any Two)
1. Study of Error Control Coding using suitable hardware setup/kit.
2. Study of DSSS transmitter and receiver using suitable hardware setup/kit.
3. Study of FHSS transmitter and receiver using suitable hardware setup/kit.
Group C (Any Three)
1 Simulation study of Performance of M-ary PSK .
2 Simulation study of Performance of M-ary QAM.
3 Simulation study of OFDM transmitter & receiver.
4 Simulation study of random processes. Find various statistical parameters of the random process.
5 Simulation Study of performance of BPSK receiver in presence of noise.
6 Simulation Study of CDMA technique.
Group D (Any Three)
1 Simulation study of Source Coding technique.
2 Simulation study of various Entropies and mutual information in a communication system.
3 Simulation Study of Linear Block codes.
4 Simulation Study of cyclic codes.
5 Simulation Study of Convolutional codes
6 Simulation Study of Performance of Digital communication system with error control coding.",PENDING
LAB117,LAB116,LAB,Virtual LAB Links:,,,PENDING
LAB118,LAB117,LAB,1. Link: https://www.etti.unibw.de/labalive/index/digitalmodulation/,,2. Link: https://vlab.amrita.edu/index.php?sub=59&brch=163&sim=262&cnt=970,PENDING
LAB119,LAB118,LAB,Note: Additional 2 experiments to be performed using the virtual labs.,,"Savitribai Phule Pune University
Third Year of E & Tc Engineering (2019 Course)",PENDING
LAB120,LAB119,LAB,304187: Database Management Lab,,Teaching Scheme: Credit Examination Scheme:,PENDING
LAB121,LAB120,LAB,Practical: 02 hrs. / week 01 Oral: 25 Marks,,"Prerequisite Courses, if any:
Companion Course, if any: Database Management System",PENDING
